0.46985,0.60000,0.57137
0.35730,0.60000,0.47135
0.53595,0.60000,0.52722
0.31621,0.40000,0.33148
0.66994,0.80000,0.77140
0.44328,0.80000,0.42849
0.34256,0.60000,0.44992
0.31867,0.60000,0.28432
0.30817,0.60000,0.30290
0.33363,0.60000,0.34648
0.43323,0.80000,0.34290
0.44663,0.60000,0.49579
0.42206,0.60000,0.47149
1.00000,1.00000,1.00000
0.28316,0.60000,0.37134
0.51362,0.80000,0.64281
0.29477,0.40000,0.42849
0.27602,0.60000,0.28561
0.58263,0.80000,0.71438
0.67686,0.80000,0.85584
0.39460,0.60000,0.36134
0.42162,0.40000,0.36434
0.35820,0.60000,0.34705
0.43814,0.80000,0.37134
0.86869,0.60000,0.81997
0.24565,0.60000,0.35705
0.32559,0.60000,0.66367
0.56409,0.60000,0.67010
0.49129,0.60000,0.67867
0.58888,0.60000,0.42849
0.41067,0.40000,0.49993
0.22331,0.20000,0.24275
0.45556,0.80000,0.44992
0.70054,0.60000,0.82855
0.40442,0.80000,0.40849
0.32090,0.60000,0.35705
0.27669,0.60000,0.32848
0.47611,0.80000,0.49293
0.94127,0.80000,0.78440
0.48280,0.80000,0.41006
0.37159,0.40000,0.52650
0.49978,0.60000,0.47135
0.57325,0.80000,0.44864
0.26798,0.60000,0.42720
0.19026,0.40000,0.25704
0.41358,0.80000,0.42849
0.26865,0.60000,0.34219
