0.83159,-0.33906,0.00000
0.87196,0.24418,0.00000
1.01934,0.23241,0.00000
1.09207,0.39539,0.00000
1.22490,0.20577,0.00000
0.73857,0.25350,0.00000
1.31868,0.14831,0.00000
0.97316,0.27317,0.00000
0.98258,0.42117,0.00000
0.62744,0.31469,0.00000
0.90917,0.17042,0.00000
1.14437,0.20761,0.00000
1.09770,0.17389,0.00000
0.94535,0.22662,0.00000
0.80117,0.06239,0.00000
0.73339,0.02283,0.00000
1.15852,0.19933,0.00000
1.12080,0.35800,0.00000
1.22311,0.15182,0.00000
1.01722,0.43793,0.00000
1.24922,0.05116,0.00000
0.54223,0.67132,0.00000
1.11509,0.74430,0.00000
0.96477,0.69145,0.00000
0.76430,0.37206,0.00000
1.25225,0.94115,0.00000
1.05437,0.60757,0.00000
0.87574,0.96412,0.00000
0.57115,0.46514,0.00000
1.23460,0.94587,0.00000
0.84296,0.97658,0.00000
0.89274,0.71216,0.00000
0.65130,0.62901,0.00000
0.89975,1.06247,0.00000
1.14882,0.73818,0.00000
0.80887,1.07166,0.00000
0.82016,0.89597,0.00000
0.90582,1.14321,0.00000
0.79024,1.10905,0.00000
0.97845,0.49959,0.00000
1.09301,1.32823,0.00000
0.82722,1.45120,0.00000
0.74254,1.02719,0.00000
0.92112,1.03539,0.00000
0.96517,0.68077,0.00000
0.94326,0.89080,0.00000
0.72137,0.91142,0.00000
0.77714,0.98687,0.00000
0.81394,1.11172,0.00000
0.27810,1.06692,0.00000
0.87952,1.23149,0.00000
0.96210,1.19454,0.00000
0.75418,1.24534,0.00000
0.65047,1.23255,0.00000
1.13721,1.23583,0.00000
0.72076,1.30961,0.00000
0.93840,1.10501,0.00000
0.39141,1.49953,0.00000
0.74107,1.79481,0.00000
0.19077,1.48931,0.00000
0.77026,1.12485,0.00000
0.45223,1.71535,0.00000
0.65831,1.30643,0.00000
0.86470,1.39697,0.00000
0.85343,1.25292,0.00000
0.51942,1.39191,0.00000
0.55725,1.25840,0.00000
0.55477,1.27953,0.00000
0.76642,1.76707,0.00000
0.73390,1.56345,0.00000
0.78950,1.74226,0.00000
0.64385,1.53941,0.00000
0.84278,1.74981,0.00000
0.49189,1.30272,0.00000
0.54699,1.84105,0.00000
0.83612,1.78345,0.00000
0.62466,1.57589,0.00000
0.62323,1.84007,0.00000
0.41934,1.69300,0.00000
0.68428,1.45193,0.00000
0.70387,1.86600,0.00000
0.59385,1.71250,0.00000
0.80696,1.91730,0.00000
0.79816,1.80041,0.00000
0.74359,1.78726,0.00000
0.49460,1.60430,0.00000
0.18904,1.40352,0.00000
0.39416,1.76743,0.00000
0.49118,1.97488,0.00000
0.42483,1.99051,0.00000
0.58454,1.99287,0.00000
0.31435,2.13344,0.00000
0.66523,1.69584,0.00000
0.14818,1.56598,0.00000
0.46359,1.70317,0.00000
0.27338,1.49017,0.00000
0.33774,2.19594,0.00000
0.46314,1.93987,0.00000
0.35347,2.26957,0.00000
0.39415,1.85583,0.00000
0.35127,1.73174,0.00000
0.37686,2.08068,0.00000
0.42228,1.98256,0.00000
0.28770,2.07834,0.00000
0.24222,1.90642,0.00000
0.06027,1.62254,0.00000
0.62467,1.96846,0.00000
-0.02565,1.72917,0.00000
0.38732,2.13778,0.00000
0.14331,1.94133,0.00000
0.15489,1.78791,0.00000
-0.35658,1.92102,0.00000
-0.01961,1.83751,0.00000
0.20154,2.12996,0.00000
0.17145,1.60044,0.00000
0.10222,2.31891,0.00000
0.40426,2.28481,0.00000
0.24160,1.90402,0.00000
0.11223,1.84057,0.00000
-0.17145,1.85917,0.00000
-0.09744,2.14188,0.00000
0.05569,1.94056,0.00000
-0.20036,1.85416,0.00000
-0.12989,1.96566,0.00000
0.12277,2.03453,0.00000
0.10879,2.16254,0.00000
0.16316,1.77483,0.00000
0.10194,1.82022,0.00000
-0.17707,2.05461,0.00000
0.31859,1.95360,0.00000
0.09625,1.76474,0.00000
-0.10997,2.07937,0.00000
-0.09426,2.17543,0.00000
-0.14331,2.14307,0.00000
0.01296,2.09792,0.00000
-0.04884,1.95835,0.00000
-0.08815,2.18197,0.00000
0.05496,2.28649,0.00000
0.00925,1.80906,0.00000
0.28197,1.99014,0.00000
-0.11423,2.41330,0.00000
-0.09058,1.72504,0.00000
-0.58483,1.97764,0.00000
-0.28759,1.81626,0.00000
-0.41476,2.14028,0.00000
-0.38507,1.69058,0.00000
-0.18008,1.76412,0.00000
-0.16183,1.72585,0.00000
-0.04845,1.77615,0.00000
-0.10086,1.61869,0.00000
-0.38767,2.20254,0.00000
-0.43365,2.16676,0.00000
-0.06087,1.73715,0.00000
-0.12138,1.67384,0.00000
-0.02804,1.84762,0.00000
-0.60404,1.71438,0.00000
-0.41227,1.93164,0.00000
-0.15055,2.03616,0.00000
-0.49629,1.92211,0.00000
-0.36567,1.75550,0.00000
-0.38992,2.03378,0.00000
-0.47428,1.80370,0.00000
-0.47666,1.49799,0.00000
-0.39549,2.08920,0.00000
-0.48526,1.52613,0.00000
-0.41343,1.92085,0.00000
-0.71940,1.97168,0.00000
-0.60367,1.99975,0.00000
-0.52213,1.71481,0.00000
-0.57060,1.81475,0.00000
-0.88227,1.81974,0.00000
-0.38313,1.44247,0.00000
-0.68514,1.62275,0.00000
-0.48126,1.83502,0.00000
-0.65258,1.70480,0.00000
-0.49546,1.54171,0.00000
